Txn ID,Date,Customer ID,City,State,Category,Payment Mode,Amount (₹),Returned
TXN-01097,2023-09-03,CUST-1511,Ahmedabad,Gujarat,Sports,Debit Card,584,0
TXN-01098,2023-06-22,CUST-1519,Bengaluru,Karnataka,Books & Media,UPI,2920,0
TXN-01099,2024-10-23,CUST-1378,Ahmedabad,Gujarat,Home & Living,Credit Card,3624,0
TXN-01100,2024-12-23,CUST-2124,Chennai,Tamil Nadu,Food & Grocery,Debit Card,344,1
TXN-01101,2023-09-13,CUST-2362,Mumbai,Maharashtra,Apparel,UPI,4338,0
TXN-01102,2023-03-16,CUST-2293,Ahmedabad,Gujarat,Food & Grocery,UPI,724,0
TXN-01103,2023-10-30,CUST-1926,Mumbai,Maharashtra,Sports,Debit Card,792,0
TXN-01104,2023-02-01,CUST-1880,Delhi,Delhi,Sports,UPI,2166,0
TXN-01105,2024-03-14,CUST-1523,Bengaluru,Karnataka,Personal Care,Net Banking,2784,0
TXN-01106,2023-06-09,CUST-2102,Chennai,Tamil Nadu,Sports,Net Banking,5294,0
TXN-01107,2024-01-18,CUST-2082,Pune,Maharashtra,Apparel,Cash,1240,0
TXN-01108,2024-03-09,CUST-2334,Kolkata,West Bengal,Home & Living,UPI,3006,0
TXN-01109,2023-06-28,CUST-1680,Bengaluru,Karnataka,Sports,Debit Card,1241,0
TXN-01110,2023-03-31,CUST-1008,Delhi,Delhi,Books & Media,Net Banking,1690,0
TXN-01111,2024-04-30,CUST-1265,Delhi,Delhi,Home & Living,Net Banking,1351,0
TXN-01112,2023-03-18,CUST-1901,Pune,Maharashtra,Food & Grocery,Cash,4447,0
TXN-01113,2024-09-30,CUST-1641,Bengaluru,Karnataka,Books & Media,Debit Card,1490,0
TXN-01114,2024-12-21,CUST-1182,Mumbai,Maharashtra,Electronics,Credit Card,935,0
TXN-01115,2023-03-07,CUST-1021,Bengaluru,Karnataka,Books & Media,Credit Card,1652,0
TXN-01116,2023-09-04,CUST-1717,Chennai,Tamil Nadu,Books & Media,Debit Card,362,1
TXN-01117,2023-04-13,CUST-1896,Bengaluru,Karnataka,Food & Grocery,UPI,2462,0
TXN-01118,2023-09-09,CUST-2101,Bengaluru,Karnataka,Home & Living,UPI,1159,0
TXN-01119,2024-12-09,CUST-1535,Kolkata,West Bengal,Books & Media,Credit Card,1338,0
TXN-01120,2024-08-24,CUST-2347,Pune,Maharashtra,Electronics,UPI,2954,0
TXN-01121,2024-06-17,CUST-1706,Delhi,Delhi,Sports,Cash,10096,0
TXN-01122,2023-12-31,CUST-1145,Chennai,Tamil Nadu,Home & Living,Net Banking,211,0
TXN-01123,2023-08-09,CUST-2156,Ahmedabad,Gujarat,Electronics,UPI,3428,0
TXN-01124,2023-04-29,CUST-1793,Delhi,Delhi,Home & Living,Credit Card,3794,1
TXN-01125,2024-03-26,CUST-2198,Chennai,Tamil Nadu,Electronics,UPI,2252,0
TXN-01126,2024-07-15,CUST-2143,Ahmedabad,Gujarat,Sports,Credit Card,497,0
TXN-01127,2023-12-15,CUST-1718,Bengaluru,Karnataka,Apparel,Credit Card,2806,0
TXN-01128,2023-05-23,CUST-2437,Pune,Maharashtra,Home & Living,Credit Card,639,0
TXN-01129,2024-03-07,CUST-1248,Pune,Maharashtra,Food & Grocery,Net Banking,1017,0
TXN-01130,2023-03-03,CUST-2053,Pune,Maharashtra,Home & Living,Debit Card,20920,1
TXN-01131,2024-05-13,CUST-2047,Kolkata,West Bengal,Home & Living,Credit Card,7236,0
TXN-01132,2023-12-01,CUST-1342,Chennai,Tamil Nadu,Personal Care,UPI,3005,0
TXN-01133,2024-01-14,CUST-2250,Kolkata,West Bengal,Home & Living,UPI,521,0
TXN-01134,2024-12-05,CUST-1005,Bengaluru,Karnataka,Apparel,UPI,15182,0
TXN-01135,2023-01-06,CUST-1143,Chennai,Tamil Nadu,Home & Living,Debit Card,844,0
TXN-01136,2024-07-06,CUST-2252,Mumbai,Maharashtra,Food & Grocery,Debit Card,770,0
TXN-01137,2023-12-11,CUST-1854,Mumbai,Maharashtra,Sports,UPI,5920,0
TXN-01138,2024-07-27,CUST-1342,Hyderabad,Telangana,Books & Media,UPI,1096,0
TXN-01139,2024-07-05,CUST-2031,Mumbai,Maharashtra,Personal Care,Cash,3187,0
TXN-01140,2023-03-04,CUST-2007,Bengaluru,Karnataka,Apparel,Debit Card,8404,0
TXN-01141,2024-01-14,CUST-1342,Kolkata,West Bengal,Apparel,Credit Card,1650,0
TXN-01142,2023-03-30,CUST-1825,Chennai,Tamil Nadu,Books & Media,Credit Card,6866,0
TXN-01143,2024-07-19,CUST-2144,Hyderabad,Telangana,Sports,UPI,8534,0
TXN-01144,2023-06-16,CUST-1240,Bengaluru,Karnataka,Food & Grocery,Net Banking,3527,0
TXN-01145,2023-10-26,CUST-1441,Hyderabad,Telangana,Books & Media,Debit Card,3586,0
TXN-01146,2023-06-25,CUST-2138,Chennai,Tamil Nadu,Sports,Cash,4341,0
TXN-01147,2024-07-31,CUST-1617,Kolkata,West Bengal,Personal Care,Debit Card,810,0
TXN-01148,2024-11-17,CUST-1868,Kolkata,West Bengal,Electronics,UPI,2496,0
TXN-01149,2023-05-24,CUST-1961,Ahmedabad,Gujarat,Apparel,Credit Card,1038,0
TXN-01150,2023-11-04,CUST-1677,Hyderabad,Telangana,Books & Media,UPI,1277,0
TXN-01151,2023-06-13,CUST-2217,Ahmedabad,Gujarat,Electronics,UPI,702,0
TXN-01152,2023-12-06,CUST-1075,Pune,Maharashtra,Books & Media,UPI,1012,0
TXN-01153,2024-07-03,CUST-2402,Delhi,Delhi,Home & Living,Credit Card,9531,0
TXN-01154,2023-10-05,CUST-1810,Chennai,Tamil Nadu,Electronics,UPI,654,0
TXN-01155,2023-03-07,CUST-1945,Delhi,Delhi,Apparel,UPI,3173,0
TXN-01156,2024-08-19,CUST-1894,Chennai,Tamil Nadu,Apparel,UPI,1177,0
TXN-01157,2024-06-04,CUST-2068,Hyderabad,Telangana,Home & Living,Net Banking,2463,0
TXN-01158,2023-08-16,CUST-2223,Delhi,Delhi,Personal Care,Credit Card,764,0
TXN-01159,2024-01-18,CUST-1124,Pune,Maharashtra,Apparel,Net Banking,3647,0
TXN-01160,2023-07-18,CUST-1800,Mumbai,Maharashtra,Sports,UPI,2234,0
TXN-01161,2024-12-29,CUST-1620,Bengaluru,Karnataka,Personal Care,Debit Card,1064,0
TXN-01162,2023-03-16,CUST-2046,Kolkata,West Bengal,Food & Grocery,UPI,267,0
TXN-01163,2023-02-12,CUST-1898,Chennai,Tamil Nadu,Books & Media,UPI,1438,0
TXN-01164,2023-10-18,CUST-2042,Ahmedabad,Gujarat,Books & Media,UPI,2131,0
TXN-01165,2023-06-11,CUST-1751,Bengaluru,Karnataka,Sports,Credit Card,761,1
TXN-01166,2023-11-30,CUST-1165,Bengaluru,Karnataka,Books & Media,UPI,2517,1
TXN-01167,2024-06-23,CUST-1495,Pune,Maharashtra,Apparel,Debit Card,1900,0
TXN-01168,2023-06-26,CUST-1444,Kolkata,West Bengal,Books & Media,UPI,584,0
TXN-01169,2023-05-24,CUST-1148,Hyderabad,Telangana,Food & Grocery,UPI,1081,0
TXN-01170,2024-11-14,CUST-1460,Pune,Maharashtra,Home & Living,Credit Card,1908,0
TXN-01171,2024-04-28,CUST-2473,Ahmedabad,Gujarat,Electronics,Debit Card,1038,0
TXN-01172,2023-10-31,CUST-1327,Chennai,Tamil Nadu,Personal Care,Debit Card,487,0
TXN-01173,2024-03-24,CUST-1798,Bengaluru,Karnataka,Home & Living,Cash,1027,0
TXN-01174,2023-10-06,CUST-1444,Chennai,Tamil Nadu,Sports,Credit Card,6304,0
TXN-01175,2024-11-20,CUST-2110,Ahmedabad,Gujarat,Personal Care,UPI,595,0
TXN-01176,2023-12-21,CUST-2186,Kolkata,West Bengal,Books & Media,UPI,1132,0
TXN-01177,2023-05-04,CUST-1635,Pune,Maharashtra,Personal Care,Cash,1292,0
TXN-01178,2024-07-28,CUST-2358,Mumbai,Maharashtra,Sports,Credit Card,319,0
TXN-01179,2023-07-28,CUST-1385,Pune,Maharashtra,Books & Media,Credit Card,7422,0
TXN-01180,2024-04-23,CUST-2127,Delhi,Delhi,Apparel,Debit Card,1092,0
TXN-01181,2024-04-05,CUST-1036,Delhi,Delhi,Food & Grocery,Net Banking,1456,0
TXN-01182,2024-10-17,CUST-2265,Pune,Maharashtra,Food & Grocery,Credit Card,901,0
TXN-01183,2023-12-06,CUST-2212,Ahmedabad,Gujarat,Home & Living,Cash,1309,0
TXN-01184,2024-12-09,CUST-1978,Ahmedabad,Gujarat,Home & Living,Cash,1989,0
TXN-01185,2023-08-30,CUST-2203,Delhi,Delhi,Home & Living,UPI,1794,0
TXN-01186,2024-07-27,CUST-2193,Kolkata,West Bengal,Electronics,UPI,511,0
TXN-01187,2024-10-23,CUST-1504,Bengaluru,Karnataka,Home & Living,Credit Card,2648,0
TXN-01188,2023-04-13,CUST-2377,Hyderabad,Telangana,Sports,Debit Card,4039,0
TXN-01189,2023-08-01,CUST-2241,Mumbai,Maharashtra,Food & Grocery,Debit Card,257,0
TXN-01190,2024-01-18,CUST-1379,Mumbai,Maharashtra,Books & Media,Debit Card,1504,0
TXN-01191,2023-06-27,CUST-2245,Pune,Maharashtra,Sports,Credit Card,326,0
TXN-01192,2024-05-31,CUST-2370,Hyderabad,Telangana,Personal Care,Net Banking,424,0
TXN-01193,2023-06-29,CUST-2059,Hyderabad,Telangana,Food & Grocery,Debit Card,3883,0
TXN-01194,2023-11-09,CUST-1154,Kolkata,West Bengal,Home & Living,Debit Card,3805,0
TXN-01195,2023-05-15,CUST-2087,Ahmedabad,Gujarat,Personal Care,UPI,1563,0
TXN-01196,2023-02-06,CUST-2019,Bengaluru,Karnataka,Home & Living,Cash,3700,0
TXN-01197,2024-01-26,CUST-2108,Hyderabad,Telangana,Apparel,UPI,2376,0
TXN-01198,2024-01-10,CUST-1688,Hyderabad,Telangana,Books & Media,UPI,7404,0
TXN-01199,2023-10-06,CUST-1646,Delhi,Delhi,Electronics,Debit Card,1226,0
TXN-01200,2024-12-05,CUST-2034,Mumbai,Maharashtra,Books & Media,Cash,726,0
TXN-01201,2023-10-31,CUST-1308,Pune,Maharashtra,Sports,UPI,3363,0
TXN-01202,2024-06-16,CUST-1333,Ahmedabad,Gujarat,Sports,Debit Card,7313,0
TXN-01203,2023-03-25,CUST-1613,Hyderabad,Telangana,Books & Media,Cash,3763,0
TXN-01204,2024-02-28,CUST-2123,Mumbai,Maharashtra,Home & Living,Debit Card,1193,0
TXN-01205,2024-11-19,CUST-1966,Bengaluru,Karnataka,Food & Grocery,UPI,4764,0
TXN-01206,2023-03-23,CUST-1126,Pune,Maharashtra,Food & Grocery,UPI,2131,0
TXN-01207,2024-12-16,CUST-1406,Hyderabad,Telangana,Electronics,Net Banking,8818,0
TXN-01208,2024-09-23,CUST-1048,Kolkata,West Bengal,Home & Living,UPI,2823,0
TXN-01209,2023-08-19,CUST-1684,Ahmedabad,Gujarat,Apparel,Cash,7925,0
TXN-01210,2023-07-22,CUST-1235,Bengaluru,Karnataka,Electronics,Credit Card,179,0
TXN-01211,2024-09-30,CUST-1008,Mumbai,Maharashtra,Electronics,Net Banking,1359,0
TXN-01212,2024-09-12,CUST-1498,Pune,Maharashtra,Electronics,Net Banking,7370,0
TXN-01213,2023-07-11,CUST-1671,Hyderabad,Telangana,Books & Media,UPI,3431,0
TXN-01214,2023-11-27,CUST-1782,Ahmedabad,Gujarat,Home & Living,UPI,385,0
TXN-01215,2024-11-05,CUST-2198,Kolkata,West Bengal,Food & Grocery,UPI,3917,0
TXN-01216,2023-09-25,CUST-1451,Ahmedabad,Gujarat,Sports,UPI,2209,0
TXN-01217,2024-09-19,CUST-1219,Hyderabad,Telangana,Food & Grocery,UPI,2024,0
TXN-01218,2024-05-31,CUST-1907,Chennai,Tamil Nadu,Food & Grocery,UPI,9864,0
TXN-01219,2023-12-29,CUST-1037,Kolkata,West Bengal,Apparel,Cash,393,0
TXN-01220,2023-08-27,CUST-1807,Kolkata,West Bengal,Home & Living,Net Banking,508,0
TXN-01221,2023-04-06,CUST-1836,Pune,Maharashtra,Electronics,Net Banking,2258,0
TXN-01222,2023-06-06,CUST-1061,Kolkata,West Bengal,Electronics,UPI,2548,0
TXN-01223,2024-04-16,CUST-1482,Bengaluru,Karnataka,Food & Grocery,Debit Card,2551,0
TXN-01224,2024-02-16,CUST-1332,Kolkata,West Bengal,Food & Grocery,Net Banking,805,0
TXN-01225,2024-04-01,CUST-2339,Pune,Maharashtra,Personal Care,UPI,1030,0
TXN-01226,2023-03-31,CUST-1227,Mumbai,Maharashtra,Books & Media,UPI,2599,0
TXN-01227,2023-11-02,CUST-2208,Bengaluru,Karnataka,Sports,Credit Card,2123,0
TXN-01228,2023-10-27,CUST-1394,Chennai,Tamil Nadu,Apparel,UPI,2138,0
TXN-01229,2023-11-26,CUST-1865,Delhi,Delhi,Electronics,Credit Card,1200,0
TXN-01230,2023-06-21,CUST-2025,Delhi,Delhi,Electronics,UPI,4472,0
TXN-01231,2024-09-09,CUST-1985,Delhi,Delhi,Electronics,Net Banking,2294,1
TXN-01232,2024-07-25,CUST-1923,Delhi,Delhi,Sports,Credit Card,1657,0
TXN-01233,2024-09-08,CUST-1398,Kolkata,West Bengal,Books & Media,Debit Card,1894,1
TXN-01234,2024-11-28,CUST-2094,Pune,Maharashtra,Personal Care,Cash,3287,0
TXN-01235,2023-05-02,CUST-1716,Pune,Maharashtra,Food & Grocery,UPI,6529,0
TXN-01236,2024-04-04,CUST-1429,Delhi,Delhi,Home & Living,UPI,634,0
TXN-01237,2024-02-10,CUST-1186,Hyderabad,Telangana,Food & Grocery,UPI,1470,0
TXN-01238,2023-07-27,CUST-1424,Chennai,Tamil Nadu,Books & Media,UPI,393,0
TXN-01239,2024-05-29,CUST-1853,Ahmedabad,Gujarat,Home & Living,UPI,960,0
TXN-01240,2024-05-22,CUST-1425,Delhi,Delhi,Food & Grocery,UPI,3027,0
TXN-01241,2023-01-04,CUST-2267,Delhi,Delhi,Electronics,Cash,1381,0
TXN-01242,2024-04-17,CUST-1150,Bengaluru,Karnataka,Food & Grocery,UPI,363,0
TXN-01243,2023-11-26,CUST-2105,Bengaluru,Karnataka,Apparel,Debit Card,227,0
TXN-01244,2023-09-25,CUST-2416,Mumbai,Maharashtra,Books & Media,UPI,3046,0
TXN-01245,2023-05-02,CUST-2295,Hyderabad,Telangana,Sports,Cash,726,0
TXN-01246,2024-10-10,CUST-2131,Hyderabad,Telangana,Apparel,UPI,1578,0
TXN-01247,2024-05-18,CUST-2408,Delhi,Delhi,Home & Living,UPI,308,0
TXN-01248,2023-09-17,CUST-1557,Chennai,Tamil Nadu,Food & Grocery,Credit Card,3689,0
TXN-01249,2023-01-30,CUST-2270,Kolkata,West Bengal,Home & Living,UPI,2072,0
TXN-01250,2023-03-10,CUST-2055,Bengaluru,Karnataka,Electronics,UPI,728,0
TXN-01251,2023-02-09,CUST-2368,Hyderabad,Telangana,Personal Care,Debit Card,698,0
TXN-01252,2023-08-17,CUST-2032,Mumbai,Maharashtra,Home & Living,Debit Card,5196,0
TXN-01253,2024-05-22,CUST-2366,Chennai,Tamil Nadu,Home & Living,UPI,1538,1
TXN-01254,2023-04-02,CUST-1883,Ahmedabad,Gujarat,Electronics,UPI,2041,0
TXN-01255,2023-07-10,CUST-1712,Hyderabad,Telangana,Food & Grocery,Net Banking,974,0
TXN-01256,2023-07-21,CUST-2471,Delhi,Delhi,Home & Living,UPI,2289,0
TXN-01257,2024-08-01,CUST-1466,Chennai,Tamil Nadu,Apparel,Net Banking,4666,0
TXN-01258,2024-12-11,CUST-2141,Bengaluru,Karnataka,Sports,Credit Card,3583,0
TXN-01259,2024-12-13,CUST-2241,Hyderabad,Telangana,Home & Living,Net Banking,2500,0
TXN-01260,2023-05-29,CUST-1340,Hyderabad,Telangana,Electronics,Credit Card,1175,0
TXN-01261,2023-01-26,CUST-1377,Delhi,Delhi,Personal Care,UPI,2613,0
TXN-01262,2023-07-24,CUST-1767,Mumbai,Maharashtra,Sports,Credit Card,4511,0
TXN-01263,2023-11-05,CUST-1030,Bengaluru,Karnataka,Home & Living,Credit Card,7696,0
TXN-01264,2024-10-25,CUST-1866,Mumbai,Maharashtra,Sports,Debit Card,1919,0
TXN-01265,2023-11-21,CUST-1670,Chennai,Tamil Nadu,Home & Living,UPI,2814,0
TXN-01266,2023-06-25,CUST-1840,Pune,Maharashtra,Electronics,Credit Card,3363,0
TXN-01267,2024-08-14,CUST-1677,Pune,Maharashtra,Home & Living,Credit Card,6496,0
TXN-01268,2024-08-13,CUST-1220,Mumbai,Maharashtra,Food & Grocery,Cash,526,0
TXN-01269,2024-02-29,CUST-2063,Hyderabad,Telangana,Personal Care,UPI,958,0
TXN-01270,2024-03-25,CUST-1258,Ahmedabad,Gujarat,Apparel,Debit Card,794,0
TXN-01271,2024-06-08,CUST-1935,Delhi,Delhi,Personal Care,Debit Card,1432,0
TXN-01272,2024-11-07,CUST-2010,Mumbai,Maharashtra,Electronics,Debit Card,1757,0
TXN-01273,2023-05-18,CUST-2278,Hyderabad,Telangana,Electronics,Net Banking,681,0
TXN-01274,2023-02-19,CUST-1208,Bengaluru,Karnataka,Home & Living,Net Banking,7857,0
TXN-01275,2024-03-01,CUST-1608,Bengaluru,Karnataka,Electronics,Net Banking,3389,0
TXN-01276,2023-09-30,CUST-2460,Delhi,Delhi,Personal Care,UPI,14083,0
TXN-01277,2023-11-19,CUST-2184,Kolkata,West Bengal,Apparel,Net Banking,2965,0
TXN-01278,2024-11-04,CUST-2471,Delhi,Delhi,Home & Living,UPI,7105,0
TXN-01279,2024-11-29,CUST-1469,Hyderabad,Telangana,Electronics,UPI,944,0
TXN-01280,2023-08-20,CUST-1103,Kolkata,West Bengal,Home & Living,UPI,1141,0
TXN-01281,2023-08-14,CUST-2163,Bengaluru,Karnataka,Apparel,UPI,2383,0
TXN-01282,2023-03-31,CUST-2368,Bengaluru,Karnataka,Sports,UPI,1779,0
TXN-01283,2024-09-05,CUST-1993,Pune,Maharashtra,Food & Grocery,Debit Card,6436,0
TXN-01284,2024-08-17,CUST-2374,Delhi,Delhi,Food & Grocery,Net Banking,1727,0
TXN-01285,2023-11-16,CUST-2355,Chennai,Tamil Nadu,Electronics,Net Banking,2226,1
TXN-01286,2023-12-19,CUST-2181,Bengaluru,Karnataka,Books & Media,UPI,2133,0
TXN-01287,2024-02-10,CUST-1212,Ahmedabad,Gujarat,Home & Living,UPI,749,0
TXN-01288,2024-08-01,CUST-1508,Chennai,Tamil Nadu,Home & Living,UPI,11242,0
TXN-01289,2023-01-19,CUST-1806,Mumbai,Maharashtra,Apparel,Credit Card,412,0
TXN-01290,2024-01-31,CUST-2242,Kolkata,West Bengal,Books & Media,Debit Card,1880,0
TXN-01291,2023-05-16,CUST-1220,Ahmedabad,Gujarat,Apparel,Debit Card,2118,0
TXN-01292,2023-02-13,CUST-1965,Chennai,Tamil Nadu,Sports,Debit Card,1476,0
TXN-01293,2023-01-08,CUST-1854,Bengaluru,Karnataka,Personal Care,UPI,3505,0
TXN-01294,2024-12-10,CUST-1651,Pune,Maharashtra,Home & Living,UPI,1212,0
TXN-01295,2024-11-22,CUST-1209,Mumbai,Maharashtra,Apparel,UPI,2318,0
TXN-01296,2024-09-11,CUST-1412,Mumbai,Maharashtra,Personal Care,UPI,7014,0
TXN-01297,2024-02-29,CUST-1849,Mumbai,Maharashtra,Sports,UPI,342,1
TXN-01298,2024-08-29,CUST-1147,Kolkata,West Bengal,Books & Media,Debit Card,517,1
TXN-01299,2024-04-24,CUST-1309,Delhi,Delhi,Sports,Credit Card,1138,0
TXN-01300,2024-05-03,CUST-2124,Kolkata,West Bengal,Sports,UPI,2621,0
TXN-01301,2024-09-22,CUST-1530,Mumbai,Maharashtra,Sports,Credit Card,851,0
TXN-01302,2024-05-21,CUST-1287,Kolkata,West Bengal,Personal Care,Debit Card,5187,0
TXN-01303,2024-02-06,CUST-2372,Mumbai,Maharashtra,Personal Care,UPI,2246,0
TXN-01304,2024-08-29,CUST-1848,Hyderabad,Telangana,Food & Grocery,Debit Card,2436,0
TXN-01305,2023-03-25,CUST-1950,Hyderabad,Telangana,Sports,Credit Card,1216,0
TXN-01306,2024-12-03,CUST-1089,Pune,Maharashtra,Books & Media,Debit Card,523,0
TXN-01307,2024-09-02,CUST-1236,Bengaluru,Karnataka,Electronics,Debit Card,1200,0
TXN-01308,2024-01-22,CUST-1972,Mumbai,Maharashtra,Apparel,UPI,1229,0
TXN-01309,2023-01-06,CUST-2003,Ahmedabad,Gujarat,Food & Grocery,Debit Card,523,0
TXN-01310,2023-04-11,CUST-2113,Ahmedabad,Gujarat,Electronics,Cash,3386,0
TXN-01311,2023-09-15,CUST-2499,Bengaluru,Karnataka,Food & Grocery,UPI,4303,0
TXN-01312,2023-10-29,CUST-1623,Delhi,Delhi,Home & Living,Debit Card,11141,0
TXN-01313,2024-01-02,CUST-1096,Pune,Maharashtra,Personal Care,Cash,2987,0
TXN-01314,2024-07-13,CUST-1036,Hyderabad,Telangana,Sports,Debit Card,631,1
TXN-01315,2023-06-14,CUST-2048,Ahmedabad,Gujarat,Sports,UPI,1999,0
TXN-01316,2023-04-01,CUST-1838,Hyderabad,Telangana,Books & Media,UPI,1455,0
TXN-01317,2024-04-13,CUST-1082,Delhi,Delhi,Electronics,UPI,1433,0
TXN-01318,2024-06-19,CUST-1050,Mumbai,Maharashtra,Apparel,Cash,2470,0
TXN-01319,2023-02-25,CUST-1060,Mumbai,Maharashtra,Electronics,Debit Card,5791,0
TXN-01320,2023-06-20,CUST-1213,Ahmedabad,Gujarat,Books & Media,Cash,4544,0
TXN-01321,2023-12-08,CUST-1175,Pune,Maharashtra,Sports,Cash,2508,0
TXN-01322,2023-01-02,CUST-1158,Delhi,Delhi,Apparel,UPI,985,0
TXN-01323,2023-09-01,CUST-1786,Ahmedabad,Gujarat,Books & Media,UPI,753,0
TXN-01324,2024-09-30,CUST-1550,Pune,Maharashtra,Food & Grocery,Credit Card,4730,0
TXN-01325,2024-07-10,CUST-1535,Chennai,Tamil Nadu,Apparel,Credit Card,1642,0
TXN-01326,2024-04-19,CUST-1741,Pune,Maharashtra,Apparel,UPI,1845,0
TXN-01327,2023-09-13,CUST-1790,Pune,Maharashtra,Sports,UPI,1055,0
TXN-01328,2024-02-21,CUST-1614,Hyderabad,Telangana,Books & Media,Debit Card,2208,0
TXN-01329,2024-02-29,CUST-1678,Hyderabad,Telangana,Books & Media,UPI,810,0
TXN-01330,2024-08-31,CUST-2251,Hyderabad,Telangana,Books & Media,Debit Card,956,0
TXN-01331,2023-10-21,CUST-1566,Hyderabad,Telangana,Home & Living,Net Banking,5250,0
TXN-01332,2023-07-26,CUST-1403,Ahmedabad,Gujarat,Books & Media,Credit Card,4048,0
TXN-01333,2023-12-05,CUST-1153,Hyderabad,Telangana,Sports,Cash,1795,0
TXN-01334,2023-08-05,CUST-1152,Ahmedabad,Gujarat,Electronics,UPI,6909,0
TXN-01335,2024-02-10,CUST-2097,Ahmedabad,Gujarat,Food & Grocery,Cash,637,1
TXN-01336,2024-11-17,CUST-1893,Mumbai,Maharashtra,Home & Living,UPI,7840,0
TXN-01337,2024-09-22,CUST-1141,Pune,Maharashtra,Personal Care,Credit Card,1680,1
TXN-01338,2024-12-27,CUST-2049,Hyderabad,Telangana,Electronics,Cash,2092,0
TXN-01339,2024-03-23,CUST-2109,Kolkata,West Bengal,Electronics,UPI,218,0
TXN-01340,2024-11-30,CUST-1149,Pune,Maharashtra,Books & Media,Credit Card,1073,0
TXN-01341,2023-12-25,CUST-2240,Hyderabad,Telangana,Apparel,UPI,2957,0
TXN-01342,2023-09-07,CUST-1686,Delhi,Delhi,Home & Living,UPI,1366,0
TXN-01343,2024-01-04,CUST-2366,Bengaluru,Karnataka,Sports,Debit Card,1678,0
TXN-01344,2024-11-21,CUST-1422,Kolkata,West Bengal,Home & Living,Credit Card,1158,0
TXN-01345,2023-12-01,CUST-1312,Bengaluru,Karnataka,Home & Living,Cash,341,0
TXN-01346,2024-10-25,CUST-1137,Kolkata,West Bengal,Personal Care,UPI,12277,0
TXN-01347,2024-02-21,CUST-1374,Bengaluru,Karnataka,Electronics,Debit Card,4072,1
TXN-01348,2024-07-27,CUST-1300,Kolkata,West Bengal,Sports,Net Banking,1530,0
TXN-01349,2024-10-28,CUST-2105,Ahmedabad,Gujarat,Apparel,UPI,450,0
TXN-01350,2023-06-25,CUST-2285,Ahmedabad,Gujarat,Apparel,Net Banking,2364,0
TXN-01351,2023-03-06,CUST-2063,Ahmedabad,Gujarat,Food & Grocery,Credit Card,1132,1
TXN-01352,2023-06-14,CUST-1932,Kolkata,West Bengal,Food & Grocery,UPI,1943,0
TXN-01353,2024-06-13,CUST-1234,Bengaluru,Karnataka,Books & Media,Net Banking,630,0
TXN-01354,2024-05-05,CUST-1744,Pune,Maharashtra,Sports,UPI,4243,0
TXN-01355,2023-03-19,CUST-1906,Mumbai,Maharashtra,Books & Media,Net Banking,2096,0
TXN-01356,2023-03-04,CUST-2439,Hyderabad,Telangana,Books & Media,Debit Card,1597,0
TXN-01357,2023-12-16,CUST-2385,Delhi,Delhi,Food & Grocery,Debit Card,1246,0
TXN-01358,2024-01-02,CUST-1765,Kolkata,West Bengal,Food & Grocery,Credit Card,10259,1
TXN-01359,2024-04-03,CUST-1394,Ahmedabad,Gujarat,Sports,Net Banking,1594,0
TXN-01360,2024-04-29,CUST-2255,Delhi,Delhi,Sports,UPI,191,0
TXN-01361,2023-11-07,CUST-2199,Ahmedabad,Gujarat,Apparel,UPI,447,0
TXN-01362,2023-11-30,CUST-2274,Mumbai,Maharashtra,Electronics,UPI,1773,0
TXN-01363,2024-12-09,CUST-1818,Bengaluru,Karnataka,Apparel,Credit Card,1926,0
TXN-01364,2023-11-21,CUST-1731,Kolkata,West Bengal,Sports,UPI,3683,0
TXN-01365,2023-03-06,CUST-1452,Hyderabad,Telangana,Apparel,UPI,1114,0
TXN-01366,2023-05-22,CUST-1339,Ahmedabad,Gujarat,Apparel,Debit Card,5884,0
TXN-01367,2024-10-11,CUST-1770,Pune,Maharashtra,Books & Media,Credit Card,3619,0
TXN-01368,2023-08-16,CUST-2395,Ahmedabad,Gujarat,Personal Care,UPI,2520,0
TXN-01369,2023-01-06,CUST-1812,Kolkata,West Bengal,Electronics,Credit Card,783,0
TXN-01370,2024-04-12,CUST-1447,Chennai,Tamil Nadu,Books & Media,Credit Card,635,0
TXN-01371,2024-08-11,CUST-1271,Hyderabad,Telangana,Electronics,Debit Card,1139,0
TXN-01372,2024-08-24,CUST-1083,Pune,Maharashtra,Electronics,Cash,259,0
TXN-01373,2024-11-20,CUST-1658,Delhi,Delhi,Food & Grocery,Credit Card,91,0
TXN-01374,2023-07-21,CUST-1336,Hyderabad,Telangana,Home & Living,UPI,2360,0
TXN-01375,2023-02-21,CUST-1316,Bengaluru,Karnataka,Electronics,UPI,786,0
TXN-01376,2024-12-18,CUST-1953,Pune,Maharashtra,Electronics,UPI,1003,1
TXN-01377,2023-12-18,CUST-1078,Bengaluru,Karnataka,Sports,UPI,685,0
TXN-01378,2023-09-03,CUST-1711,Chennai,Tamil Nadu,Apparel,UPI,440,0
TXN-01379,2024-06-17,CUST-1453,Mumbai,Maharashtra,Home & Living,UPI,1727,1
TXN-01380,2024-09-07,CUST-2422,Hyderabad,Telangana,Home & Living,UPI,353,0
TXN-01381,2024-06-23,CUST-1153,Delhi,Delhi,Sports,UPI,4559,0
TXN-01382,2023-08-24,CUST-1681,Delhi,Delhi,Home & Living,UPI,1349,0
